,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
702,Concordia Skyway - Concordia Station,2022-10-10,14:45,17:00,2022-10-10,Modesto City Co-Harry Sham Field - Modesto,Vietnam Airlines
703,Hood Army Air Field - Fort Hood,2022-05-25,07:46,10:06,2022-05-25,Bermejo Airport - Bermejo,Solomon Airlines
704,Barnstable Municipal Boardman Polando Field - Hyannis,2022-05-02,22:15,01:20,2022-05-02,"Andersen Air Force Base - Yigo, Mariana Island",Air Australia
705,Paso De Los Libres Airport - Paso de los Libres,2022-10-29,00:31,01:28,2022-10-29,Çanakkale Airport - Çanakkale,Ansett Air Freight
706,Russell Municipal Airport - Russell,2022-07-29,10:38,16:06,2022-07-29,Reconquista Airport - Reconquista,Polynesian Airlines
707,Nîmes-Arles-Camargue Airport - Nîmes/Garons,2022-08-15,08:55,12:43,2022-08-15,Meadows Field - Bakersfield,Tigerair
708,Qazvin Airport - Qazvin,2022-08-12,05:42,08:06,2022-08-12,Toowoomba Wellcamp Airport - Toowoomba,Polynesian Airlines
709,Saky Air Base - Novofedorovka,2022-12-09,17:58,19:26,2022-12-09,Nanaimo Airport - Nanaimo,Continental Micronesia
710,Sabzevar National Airport - Sabzevar,2022-12-27,09:52,12:00,2022-12-27,Plettenberg Bay Airport - Plettenberg Bay,Mandarin Airlines
711,Moi International Airport - Mombasa,2022-07-22,03:45,07:39,2022-07-22,Abu ad Duhur Air Base - Abu ad Duhur,Tiger Airways
712,Shirdi Airport - Kakadi,2022-12-21,11:30,12:07,2022-12-21,Gral. Bernardo O´Higgins Airport - Chillan,Polar Air Cargo
713,Bao'anying Airport - Panzhihua,2022-08-22,11:06,16:58,2022-08-22,Vilar de Luz Airfield - Maia,Emirates
714,Mariupol International Airport - Mariupol,2022-10-22,16:37,20:21,2022-10-22,Lanseria International Airport - Johannesburg,Air Pacific
715,Aurangabad Airport - Aurangabad,2022-09-25,02:44,06:55,2022-09-25,Prefeito Renato Moreira Airport - Imperatriz,Emirates
716,Beja Airport / Airbase - Beja,2022-12-09,05:47,11:14,2022-12-09,Hard Bargain Airport - nan,Air New Zealand
717,Long Island Mac Arthur Airport - Islip,2022-06-03,22:56,05:23,2022-06-03,Mount Hotham Airport - Mount Hotham,Canadian Airlines Intl
718,Edinburgh Airport - Edinburgh,2022-09-14,01:29,07:42,2022-09-14,Diosdado Macapagal International Airport - Mabalacat,Beijing Capital Airlines
719,Chalon-Champforgeuil Airport - Chalon/Champforgueil,2022-06-04,17:23,18:28,2022-06-04,Jeongseok Airport - Jeju Island,Korean Air
720,Teniente General Gerardo Pérez Pinedo Airport - Atalaya,2022-09-28,15:02,19:38,2022-09-28,Iqaluit Airport - Iqaluit,LATAM Airlines
721,"Uxxaktal Air Base - Hoxud, Bayingolin",2022-06-05,01:36,07:28,2022-06-05,Tiree Airport - Balemartine,Air New Zealand
722,Kelsey Airport - Kelsey,2022-11-03,09:03,10:44,2022-11-03,Nakhchivan Airport - Nakhchivan,Air China
723,Biskra - Mohamed Khider Airport - Biskra,2022-09-13,08:26,13:11,2022-09-13,Vadodara Airport - Vadodara,Delta Air Lines
724,Mudanjiang Hailang International Airport - Mudanjiang,2022-08-31,17:42,00:08,2022-08-31,St. John's International Airport - St. John's,Ansett International
725,Varese-Venegono Airport - Varese,2022-12-26,13:30,15:48,2022-12-26,Sharypovo Airport - Sharypovo,Air Zimbabwe
726,Krasnoyarsk International Airport - Krasnoyarsk,2022-08-12,19:26,20:55,2022-08-12,Craiova Airport - Craiova,Martinair Holland
727,New Richmond Regional Airport - New Richmond,2022-11-20,04:00,05:02,2022-11-20,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field - Minneapolis,Alitalia
728,RAF Coningsby - Coningsby,2022-10-12,14:44,15:40,2022-10-12,Dipolog Airport - Dipolog City,Swissair
729,Tallahassee Regional Airport - Tallahassee,2022-08-20,07:07,07:59,2022-08-20,Izumo Enmusubi Airport - Izumo,Tigerair
730,Port Heiden Airport - Port Heiden,2022-10-03,07:33,09:35,2022-10-03,Brigadeiro Camarão Airport - Vilhena,China Eastern Airlines
731,Akita Airport - Akita,2022-12-16,10:58,13:41,2022-12-16,Dundigul Air Force Academy - Hyderabad,Tigerair Australia
732,La Laguna Airport - Guanaja,2022-12-28,05:16,09:06,2022-12-28,Merrill Field - Anchorage,China Southern Airlines
733,FAP Lieutenant Jaime Andres de Montreuil Morales Airport - Chimbote,2022-08-08,12:39,17:23,2022-08-08,Bafoussam Airport - Bafoussam,Scoot
734,Kalimarau Airport - Tanjung Redeb - Borneo Island,2022-12-01,13:27,14:23,2022-12-01,Lansdowne House Airport - Lansdowne House,Evergreen Intl Airlines
735,Balıkesir Merkez Airport - nan,2022-12-12,06:24,11:01,2022-12-12,Carlisle Airport - Carlisle,OzJet
736,Tretyakovo Airport - Lukhovitsy,2022-06-10,08:50,10:38,2022-06-10,Jacareacanga Airport - Jacareacanga,Air Caledonie International
737,Brigadier Antonio Parodi Airport - Esquel,2022-10-24,12:22,16:37,2022-10-24,"Zakynthos International Airport ""Dionysios Solomos"" - Zakynthos Island",China Southern Airlines
738,Gomel Airport - Gomel,2022-10-02,06:00,11:15,2022-10-02,Mozdok Air Base - Mozdok,Royal Brunei Airlines
739,Shepparton Airport - nan,2022-06-14,12:28,13:04,2022-06-14,Vigo Airport - Vigo,Air India
740,Vestmannaeyjar Airport - Vestmannaeyjar,2022-11-29,09:43,15:46,2022-11-29,Maroantsetra Airport - Maroantsetra,Samoa Airways
741,Chichen Itza International Airport - Chichen Itza,2022-08-12,19:09,01:22,2022-08-12,Notodden Airport - Notodden,Indonesia AirAsia
742,Sivrihisar Airport - Sivrihisar,2022-06-07,21:41,01:46,2022-06-07,Câmpia Turzii Air Base - Câmpia Turzii,Cargolux Airlines Intl
743,Congo Town Airport - Andros,2022-07-03,19:57,00:51,2022-07-03,Tarauacá Airport - Tarauacá,American Airlines
744,Al Bumbah North Air Base - nan,2022-10-17,01:13,02:00,2022-10-17,Okinoerabu Airport - Wadomari,Flight West Airlines
745,Debrecen International Airport - Debrecen,2022-06-26,00:53,02:25,2022-06-26,Aktau Airport - Aktau,Our Airline
746,Etimesgut Air Base - Ankara,2022-12-30,22:04,03:57,2022-12-30,Qayyarah West Airport - Qayyarah,United Airlines
747,Eros Airport - Windhoek,2022-09-06,02:15,08:05,2022-09-06,Lhasa Gonggar Airport - Lhasa,Lauda Air
748,Liangxiangzhen Air Base - Beijing,2022-10-09,19:14,00:24,2022-10-09,HAL Airport - Bangalore,Sempati Air
749,Metropolitan Oakland International Airport - Oakland,2022-11-19,10:02,16:09,2022-11-19,Tanga Airport - Tanga,Alitalia
750,Juan Simons Vela Airport - Rioja,2022-11-23,20:25,02:27,2022-11-23,La Laguna Airport - Guanaja,Scoot Tigerair
751,Bayreuth Airport - Bayreuth,2022-09-05,00:00,04:12,2022-09-05,Lubbock Preston Smith International Airport - Lubbock,Xiamen Airlines
752,Pembroke Airport - Pembroke,2022-10-26,15:03,15:57,2022-10-26,Semipalatinsk Airport - Semey,Flying Tiger Line
753,Nanki Shirahama Airport - Shirahama,2022-11-19,14:45,15:33,2022-11-19,Matahora Airport - Wangi-wangi Island,Flying Tiger Line
754,Springbok Airport - Springbok,2022-11-14,14:02,14:55,2022-11-14,Ireland West Knock Airport - Charlestown,SkyAirWorld
755,Texarkana Regional Webb Field - Texarkana,2022-11-22,02:26,07:25,2022-11-22,Hamadan Air Base - Hamadan,Air Australia
756,Laoag International Airport - Laoag City,2022-07-27,18:58,20:22,2022-07-27,Edward G. Pitka Sr Airport - Galena,Cargolux Airlines Intl
757,Kilimanjaro International Airport - Arusha,2022-06-15,18:35,23:42,2022-06-15,Sheridan County Airport - Sheridan,Olympic Airways
758,Austin Straubel International Airport - Green Bay,2022-05-26,18:33,00:17,2022-05-26,Vernal Regional Airport - Vernal,Eva Air
759,Charlotte County Airport - Punta Gorda,2022-08-14,18:12,18:36,2022-08-14,Ladd AAF Airfield - Fairbanks/Ft Wainwright,Air Mauritius
760,Tenerife Norte-Ciudad de La Laguna Airport - Tenerife,2022-08-08,10:55,13:49,2022-08-08,Beijing Xijiao Airport - Beijing,Jetstar Asia
761,Jorge E. Gonzalez Torres Airport - San José Del Guaviare,2022-10-07,18:09,19:46,2022-10-07,Huatugou Airport - Mengnai,Singapore Airlines
762,Siping Air Base - Siping,2022-05-10,00:24,02:04,2022-05-10,Rogue Valley International Medford Airport - Medford,Martinair Holland
763,Peterborough Municipal Airport - Peterborough,2022-05-24,01:51,02:16,2022-05-24,Poplar River Airport - Poplar River,SkyExpress
764,"Leuchars Station Airfield - Leuchars, Fife",2022-05-07,17:15,22:15,2022-05-07,Erfurt Airport - Erfurt,Solomon Airlines
765,Keperveem Airport - Keperveem,2022-06-19,00:44,01:07,2022-06-19,Cherbourg-Maupertus Airport - Cherbourg/Maupertus,Xiamen Airlines
766,Puerto Princesa Airport - Puerto Princesa City,2022-08-13,08:50,13:06,2022-08-13,Koksijde Air Base - Koksijde,Lufthansa German Airlines
767,La Florida Airport - La Serena-Coquimbo,2022-09-13,09:38,12:44,2022-09-13,Trenton Mercer Airport - Trenton,LATAM Airlines
768,Okhotsk Airport - Okhotsk,2022-05-25,22:16,01:22,2022-05-25,Marche Airport - Ancona,Austrian Airlines
769,Wilmington Airpark - Wilmington,2022-06-11,11:05,12:48,2022-06-11,Bujumbura Melchior Ndadaye International Airport - Bujumbura,Sichuan Airlines
770,Gia Lam Air Base - Hanoi,2022-12-06,18:39,19:33,2022-12-06,Taree Airport - Taree,South African Airways
771,Chinchilla Airport - nan,2022-08-01,11:26,16:53,2022-08-01,Adolf Würth Airport - Schwäbisch Hall,LATAM Airlines
772,Gilze Rijen Air Base - Breda,2022-06-07,01:05,03:38,2022-06-07,Skiathos Island National Airport - Skiathos,Sempati Air
773,Léopold Sédar Senghor International Airport - Dakar,2022-09-26,13:20,19:28,2022-09-26,Burqin Kanas Airport - Burqin,Our Airline
774,Nevers-Fourchambault Airport - Nevers/Fourchambault,2022-08-08,22:03,02:50,2022-08-08,Zhangiztobe Air Base - Zhangiztobe,National Jet Systems
775,Jimma Airport - Jimma,2022-12-11,01:54,07:49,2022-12-11,Eastern WV Regional Airport/Shepherd Field - Martinsburg,Connie Kalitta Services
776,King Saud Bin Abdulaziz (Al Baha) Airport - Al Aqiq,2022-06-16,06:00,11:27,2022-06-16,Lebanon Municipal Airport - Lebanon,China Southern Airlines
777,Juan Pablo Pérez Alfonso Airport - El Vigía,2022-09-08,18:25,21:43,2022-09-08,Gifu Airport - Gifu,Emirates
778,Bagdogra Airport - Siliguri,2022-10-07,15:57,21:33,2022-10-07,Sherbrooke Airport - Sherbrooke,Sichuan Airlines
779,Ivalo Airport - Ivalo,2022-12-21,07:13,10:06,2022-12-21,Ust-Kut Airport - Ust-Kut,Air New Zealand
780,Norrköping Airport - Norrköping,2022-12-16,13:39,14:22,2022-12-16,Tom Madsen (Dutch Harbor) Airport - Unalaska,Donghai Airlines
781,St. Theresa Point Airport - St. Theresa Point,2022-11-10,00:02,03:50,2022-11-10,Springfield Branson National Airport - Springfield,Fiji Airways
782,Rabat-Salé Airport - Rabat,2022-11-06,03:41,09:50,2022-11-06,Komsomolsk-on-Amur Airport - Komsomolsk-on-Amur,Tiger Airways
783,Gabès Matmata International Airport - Gabès,2022-05-15,18:41,21:01,2022-05-15,Smolensk North Airport - Smolensk,Hawaiian Airlines
784,St. Athan Airport - St. Athan,2022-07-12,04:24,07:24,2022-07-12,Naval Station Mayport (Admiral David L. Mcdonald Field) - Mayport,Yugoslav Airlines
785,Luxor International Airport - Luxor,2022-09-04,06:20,06:51,2022-09-04,Capitan Corbeta CA Curbelo International Airport - Punta del Este,Flight West Airlines
786,General Servando Canales International Airport - Matamoros,2022-09-26,14:20,18:33,2022-09-26,Inverell Airport - Inverell,Virgin Atlantic Airways
787,Barking Sands Airport - Kekaha,2022-12-04,10:33,14:23,2022-12-04,Perugia San Francesco d'Assisi – Umbria International Airport - Perugia,Jetstar Asia
788,Khankala Air Base - Grozny,2022-08-21,04:18,07:32,2022-08-21,"Rewa Airport, Chorhata, REWA - Rewa",SriLankan Airlines
789,Cruzeiro do Sul Airport - Cruzeiro Do Sul,2022-09-28,22:38,00:14,2022-09-28,La Araucanía Airport - Temuco,Virgin Samoa
790,Keshod Airport - Keshod,2022-06-18,02:40,08:28,2022-06-18,Kuçovë Air Base - Kuçovë,Martinair Holland
791,Manhattan Regional Airport - Manhattan,2022-06-01,10:39,16:13,2022-06-01,Fabio Alberto Leon Bentley Airport - Mitú,Air Caledonie
792,Monte Dourado - Serra do Areão Airport - Almeirim,2022-05-18,19:58,23:00,2022-05-18,Mekele Airport - nan,EgyptAir
793,Bournemouth Airport - Bournemouth,2022-05-11,02:12,03:09,2022-05-11,Ningbo Lishe International Airport - Ningbo,Samoa Airways
794,Jacksonville International Airport - Jacksonville,2022-08-10,12:20,15:24,2022-08-10,RAF Wittering - Wittering,Royal Brunei Airlines
795,Zanjan Airport - Zanjan,2022-05-15,18:38,21:54,2022-05-15,Sri Sathya Sai Airport - Puttaparthi,Solomon Airlines
796,Sinop Airport - Sinop,2022-08-09,14:35,16:21,2022-08-09,Changsha Huanghua International Airport - Changsha,Vietnam Airlines
797,Edward G. Pitka Sr Airport - Galena,2022-07-28,11:36,17:34,2022-07-28,Råda Air Base - Råda,Xiamen Airlines
798,Yichang Sanxia Airport - Yichang,2022-11-07,16:58,21:46,2022-11-07,Gladstone Airport - Gladstone,Lufthansa German Airlines
799,Semipalatinsk Airport - Semey,2022-07-22,23:16,05:30,2022-07-22,Allahabad Airport - Allahabad,Aegean Airlines
800,Piarco International Airport - Port of Spain,2022-10-31,06:02,12:24,2022-10-31,Ministro Pistarini International Airport - Buenos Aires (Ezeiza),Air Niugini
801,Oyem Airport - Oyem,2022-05-28,16:15,22:34,2022-05-28,Vava'u International Airport - Vava'u Island,Gemini Air Cargo
802,La Nubia Airport - Manizales,2022-10-05,22:37,01:56,2022-10-05,Bukavu Kavumu Airport - nan,Ansett Air Freight
803,Dole-Tavaux Airport - Dole/Tavaux,2022-09-28,18:24,23:37,2022-09-28,Kuujjuaq Airport - Kuujjuaq,Nauru Airlines
804,Maturín Airport - Maturín,2022-11-07,16:04,16:33,2022-11-07,Aguenar – Hadj Bey Akhamok Airport - Tamanrasset,Malindo Air
805,Da Nang International Airport - Da Nang,2022-10-30,23:20,05:39,2022-10-30,Gothenburg City Airport - Gothenburg,Jin Air
806,Buffalo Range Airport - Chiredzi,2022-11-14,03:24,08:03,2022-11-14,St. Theresa Point Airport - St. Theresa Point,AirAsia X
807,Granville Airport - Granville,2022-06-14,20:32,21:28,2022-06-14,Chevery Airport - Chevery,Air Chathams
808,Dollyar Air Base - Dollyar,2022-06-14,09:35,12:15,2022-06-14,Odessa International Airport - Odessa,Continental Micronesia
809,Rome–Fiumicino Leonardo da Vinci International Airport - Rome,2022-10-17,04:57,09:19,2022-10-17,Kangiqsualujjuaq (Georges River) Airport - Kangiqsualujjuaq,Middle East Airlines
810,N'Gaoundéré Airport - N'Gaoundéré,2022-12-13,21:04,22:59,2022-12-13,Waskaganish Airport - Waskaganish,Continental Micronesia
811,Salzburg Airport - Salzburg,2022-07-02,14:02,18:21,2022-07-02,Pamplona Airport - Pamplona,Norfolk Jet Express
812,Teniente Benjamin Matienzo Airport - San Miguel de Tucumán,2022-08-13,04:34,10:06,2022-08-13,Fort Mcpherson Airport - Fort Mcpherson,SriLankan Airlines
813,Kos Airport - Kos Island,2022-12-21,09:37,10:22,2022-12-21,Banjul International Airport - Banjul,SkyExpress
814,Aden International Airport - Aden,2022-06-21,09:46,15:37,2022-06-21,Wonju Airport / Hoengseong Air Base (K-38/K-46) - Wonju,Royal Tongan Airlines
815,Lavan Island Airport - nan,2022-05-07,15:06,21:13,2022-05-07,Elazığ Airport - Elazığ,Northwest Airlines
816,Shah Amanat International Airport - Chattogram (Chittagong),2022-10-17,01:38,06:40,2022-10-17,Juan Simons Vela Airport - Rioja,Air New Zealand
817,Comox Valley Airport / CFB Comox - Comox,2022-06-22,16:17,18:21,2022-06-22,Jammu Airport - Jammu,Thai Airways International
818,Flugplatz Zerbst - Zerbst/Anhalt,2022-11-21,17:24,18:39,2022-11-21,Barstow Daggett Airport - Daggett,Hainan Airlines
819,Guilin Liangjiang International Airport - Guilin (Lingui),2022-11-06,20:37,02:54,2022-11-06,Orange Airport - Orange,Virgin Samoa
820,Norman Manley International Airport - Kingston,2022-06-21,18:32,21:34,2022-06-21,Shahid Asiyaee Airport - Masjed Soleyman,Virgin Atlantic Airways
821,Lifuka Island Airport - Lifuka,2022-12-02,02:24,04:15,2022-12-02,Sept-Îles Airport - Sept-Îles,LAN Airlines
822,Presque Isle International Airport - Presque Isle,2022-07-24,14:23,15:08,2022-07-24,Nanki Shirahama Airport - Shirahama,Pacific Air Express
823,Dubbo City Regional Airport - Dubbo,2022-07-23,04:52,11:15,2022-07-23,Castle Airport - Merced,Virgin Samoa
824,Wausau Downtown Airport - Wausau,2022-06-30,22:35,01:39,2022-06-30,Madrid–Torrejón Airport / Torrejón Air Base - Madrid,China Eastern Airlines
825,George Bush Intercontinental Houston Airport - Houston,2022-08-08,16:00,19:16,2022-08-08,Cutral-Co Airport - Cutral-Co,Alitalia
826,Diepholz Air Base - Diepholz,2022-06-30,06:53,11:24,2022-06-30,Leczyca Military Air Base - Leczyca,Delta Air Lines
827,Kherson International Airport - Kherson,2022-11-19,05:40,09:55,2022-11-19,Sultan Abdul Aziz Shah International Airport - Subang,Qantas Airways
828,Sion Airport - Sion,2022-06-27,05:32,11:01,2022-06-27,Corrientes Airport - Corrientes,Tigerair Australia
829,Robin Hood Doncaster Sheffield Airport - Doncaster,2022-05-22,21:44,03:33,2022-05-22,Kalamazoo Battle Creek International Airport - Kalamazoo,Batik Air Indonesia
830,Charles B. Wheeler Downtown Airport - Kansas City,2022-11-09,13:21,17:03,2022-11-09,Cannes-Mandelieu Airport - Cannes,Cargolux Airlines Intl
831,Kaduna Airport - Kaduna,2022-05-20,00:47,02:54,2022-05-20,Copenhagen Roskilde Airport - Copenhagen,Korean Air
832,Mayor General FAP Armando Revoredo Iglesias Airport - Cajamarca,2022-10-11,09:35,11:30,2022-10-11,Merced Regional Macready Field - Merced,V Australia
833,Bromont (Roland Désourdy) Airport - Bromont,2022-11-29,01:11,03:04,2022-11-29,Castres-Mazamet Airport - Castres/Mazamet,Pel-Air Aviation
834,Coronel FAP Alfredo Mendivil Duarte Airport - Ayacucho,2022-10-27,04:03,07:30,2022-10-27,Rize–Artvin Airport - Rize,Royal Tongan Airlines
835,Tefé Airport - Tefé,2022-07-22,04:24,09:54,2022-07-22,Needles Airport - Needles,Virgin Atlantic Airways
836,Yinchuan Hedong International Airport - Yinchuan,2022-09-27,00:25,04:23,2022-09-27,Central Nebraska Regional Airport - Grand Island,Alitalia
837,Adirondack Regional Airport - Saranac Lake,2022-10-22,07:22,10:10,2022-10-22,Upala Airport - Upala,Aegean Airlines
838,Principe Airport - São Tomé & Príncipe,2022-07-16,17:13,18:40,2022-07-16,Essaouira-Mogador Airport - Essaouira,Aegean Airlines
839,Tugdan Airport - Tablas Island,2022-12-16,05:10,11:00,2022-12-16,Ottumwa Regional Airport - Ottumwa,Hawaiian Airlines
840,Mecheria Airport - Mecheria,2022-06-18,01:35,05:53,2022-06-18,Masvingo International Airport - Masvingo,Malindo Air
841,Utsunomiya Airport - Utsunomiya,2022-09-15,00:42,04:18,2022-09-15,Murmansk Airport - Murmansk,Air China
842,Williams Field - McMurdo Station,2022-08-02,23:27,04:38,2022-08-02,Cuernavaca - General Mariano Matamoros Airport - Temixco,Sichuan Airlines
843,Zumbi dos Palmares Airport - Maceió,2022-05-30,16:37,21:58,2022-05-30,Chkalovskiy Air Base - Moscow,Air Tahiti Nui
844,"Shenyang Yuhong Quansheng Airport - Yuhong, Shenyang",2022-06-26,01:52,06:20,2022-06-26,Santorini Airport - Santorini Island,Donghai Airlines
845,Step Air Base - Yasnogorsk,2022-12-26,02:45,03:50,2022-12-26,Curuzu Cuatia Airport - Curuzu Cuatia,All Nippon Airways
846,"Mo i Rana Airport, Røssvoll - Mo i Rana",2022-06-13,02:20,03:05,2022-06-13,Cooma Snowy Mountains Airport - Cooma,Tigerair Australia
847,RAAF Base East Sale - nan,2022-08-04,17:46,22:17,2022-08-04,MoD Boscombe Down Airport - Amesbury,SriLankan Airlines
848,Faro Airport - Faro,2022-12-03,01:59,03:53,2022-12-03,Savonlinna Airport - Savonlinna,Tiger Airways
849,Ivanovo North Air Base - Ivanovo,2022-09-06,03:48,08:08,2022-09-06,Rocky Mount Wilson Regional Airport - Rocky Mount,Sichuan Airlines
850,Lyon-Bron Airport - Lyon/Bron,2022-11-01,01:49,07:25,2022-11-01,"İstanbul Atatürk Airport - Bakırköy, Istanbul",China Eastern Airlines
851,Xiangyun Midu Air Base - Xiangyun,2022-06-29,15:51,21:39,2022-06-29,Mohéli Bandar Es Eslam Airport - Fomboni,Merpati Nusantara Airlines
