,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
5565,La Ronge Airport - La Ronge,2022-06-19,08:26,12:42,2022-06-19,Victoria International Airport - Victoria,Xiamen Airlines
5566,Beaver Creek Airport - Beaver Creek,2022-06-28,05:49,11:24,2022-06-28,Mont Joli Airport - Mont-Joli,JALways
5567,Taloyoak Airport - Taloyoak,2022-06-04,06:42,10:34,2022-06-04,Fort Smith Airport - Fort Smith,Polynesian Airlines
5568,Lester B. Pearson International Airport - Toronto,2022-06-17,16:31,19:01,2022-06-17,Armstrong Airport - Armstrong,Airnorth
5569,Armstrong Airport - Armstrong,2022-06-25,03:03,09:38,2022-06-25,Abbotsford International Airport - Abbotsford,Kalitta Air
5570,Timmins/Victor M. Power - Timmins,2022-06-13,23:43,05:53,2022-06-13,Fort St John Airport - Fort St.John,Hong Kong Airlines
5571,Taloyoak Airport - Taloyoak,2022-06-28,01:17,04:42,2022-06-28,Armstrong Airport - Armstrong,Transair
5572,Mont Joli Airport - Mont-Joli,2022-06-24,21:20,01:05,2022-06-24,Timmins/Victor M. Power - Timmins,Polynesian Airlines
5573,St. John's International Airport - St. John's,2022-06-15,01:27,07:04,2022-06-15,St Leonard Airport - St Leonard,LATAM Airlines
5574,Churchill Airport - Churchill,2022-06-29,08:11,10:20,2022-06-29,Victoria International Airport - Victoria,KLM Royal Dutch Airlines
5575,St. John's International Airport - St. John's,2022-06-07,06:12,10:50,2022-06-07,Downsview Airport - Toronto,V Australia
5576,Fort Smith Airport - Fort Smith,2022-06-28,00:04,00:30,2022-06-28,Goose Bay Airport - Goose Bay,British Airways
5577,Lynn Lake Airport - Lynn Lake,2022-06-04,22:12,23:15,2022-06-04,St. John's International Airport - St. John's,Lufthansa German Airlines
5578,Swift Current Airport - Swift Current,2022-06-17,20:01,01:43,2022-06-17,Mont Joli Airport - Mont-Joli,Korean Air
5579,North Bay Jack Garland Airport - North Bay,2022-06-11,14:01,16:40,2022-06-11,Northwest Regional Airport Terrace-Kitimat - Terrace,Martinair Holland
5580,Victoria International Airport - Victoria,2022-06-18,14:11,14:58,2022-06-18,Swift Current Airport - Swift Current,Martinair Holland
5581,Lester B. Pearson International Airport - Toronto,2022-06-15,18:31,22:57,2022-06-15,Mont Joli Airport - Mont-Joli,American Airlines
5582,Bonaventure Airport - Bonaventure,2022-06-13,07:45,11:33,2022-06-13,Fort Nelson Airport - Fort Nelson,Lufthansa German Airlines
5583,Armstrong Airport - Armstrong,2022-06-28,06:29,12:33,2022-06-28,Gore Bay Manitoulin Airport - Gore Bay,All Nippon Airways
5584,Armstrong Airport - Armstrong,2022-06-27,02:36,04:14,2022-06-27,Kapuskasing Airport - Kapuskasing,Norfolk Jet Express
5585,London Airport - London,2022-06-15,21:32,00:07,2022-06-15,La Ronge Airport - La Ronge,China Eastern Airlines
5586,Goose Bay Airport - Goose Bay,2022-06-24,20:39,22:40,2022-06-24,Victoria International Airport - Victoria,Aerolineas Argentinas
5587,Churchill Airport - Churchill,2022-06-07,12:54,19:15,2022-06-07,Whale Cove Airport - Whale Cove,AirAsia X
5588,Goose Bay Airport - Goose Bay,2022-06-24,05:58,12:08,2022-06-24,Lester B. Pearson International Airport - Toronto,Flying Tiger Line
5589,Bonaventure Airport - Bonaventure,2022-06-26,11:25,17:01,2022-06-26,St Leonard Airport - St Leonard,Australian Airlines
5590,North Bay Jack Garland Airport - North Bay,2022-06-13,05:35,05:56,2022-06-13,St Leonard Airport - St Leonard,National Jet Systems
5591,Beaver Creek Airport - Beaver Creek,2022-06-10,11:30,12:00,2022-06-10,Downsview Airport - Toronto,Our Airline
5592,Beaver Creek Airport - Beaver Creek,2022-06-26,06:20,08:16,2022-06-26,Swift Current Airport - Swift Current,Austrian Airlines
5593,Abbotsford International Airport - Abbotsford,2022-06-05,08:46,12:48,2022-06-05,Gore Bay Manitoulin Airport - Gore Bay,Gulf Air
5594,Fort Smith Airport - Fort Smith,2022-06-03,05:35,08:24,2022-06-03,Victoria International Airport - Victoria,Japan Airlines
5595,London Airport - London,2022-06-12,21:33,01:15,2022-06-12,Goose Bay Airport - Goose Bay,Thai AirAsia X
5596,Fort Smith Airport - Fort Smith,2022-06-29,19:43,01:04,2022-06-29,Lynn Lake Airport - Lynn Lake,Japan Airlines
5597,London Airport - London,2022-06-07,10:50,14:08,2022-06-07,St Leonard Airport - St Leonard,China Eastern Airlines
5598,North Bay Jack Garland Airport - North Bay,2022-06-17,13:24,18:47,2022-06-17,Fort Nelson Airport - Fort Nelson,Kiwi Travel Intl Airlines
5599,North Bay Jack Garland Airport - North Bay,2022-06-13,19:44,20:32,2022-06-13,Victoria International Airport - Victoria,Transair
5600,Fort Smith Airport - Fort Smith,2022-06-17,00:50,04:37,2022-06-17,Armstrong Airport - Armstrong,Qatar Airways
5601,Mont Joli Airport - Mont-Joli,2022-06-02,23:46,06:16,2022-06-02,Kapuskasing Airport - Kapuskasing,Air Nauru
5602,Lester B. Pearson International Airport - Toronto,2022-06-30,03:34,04:07,2022-06-30,Bonaventure Airport - Bonaventure,Batik Air Indonesia
5603,St. John's International Airport - St. John's,2022-06-27,09:49,11:22,2022-06-27,London Airport - London,Hainan Airlines
5604,St Leonard Airport - St Leonard,2022-06-27,17:58,18:52,2022-06-27,St. John's International Airport - St. John's,Union de Transports Aeriens
5605,La Ronge Airport - La Ronge,2022-06-19,08:39,14:03,2022-06-19,Churchill Airport - Churchill,Citilink Indonesia
5606,Downsview Airport - Toronto,2022-06-15,01:18,03:07,2022-06-15,Victoria International Airport - Victoria,AOM French Airlines
5607,Fort Smith Airport - Fort Smith,2022-06-25,02:55,05:46,2022-06-25,Taloyoak Airport - Taloyoak,All Nippon Airways
5608,Timmins/Victor M. Power - Timmins,2022-06-29,18:46,22:21,2022-06-29,Beaver Creek Airport - Beaver Creek,Tiger Airways
5609,Downsview Airport - Toronto,2022-06-24,12:40,18:02,2022-06-24,St. John's International Airport - St. John's,Philippine Airlines
5610,Churchill Airport - Churchill,2022-06-27,01:29,02:38,2022-06-27,St. John's International Airport - St. John's,Air Canada
5611,Churchill Airport - Churchill,2022-06-12,02:08,03:42,2022-06-12,Fort Smith Airport - Fort Smith,AirAsia X
5612,Fort Smith Airport - Fort Smith,2022-06-04,10:09,13:11,2022-06-04,Downsview Airport - Toronto,Lan Chile
5613,Goose Bay Airport - Goose Bay,2022-06-13,18:37,00:00,2022-06-13,Fort Smith Airport - Fort Smith,Mandarin Airlines
5614,St Leonard Airport - St Leonard,2022-06-05,12:05,16:24,2022-06-05,Timmins/Victor M. Power - Timmins,Air Caledonie
5615,La Ronge Airport - La Ronge,2022-06-29,20:28,22:21,2022-06-29,Timmins/Victor M. Power - Timmins,Air Austral
5616,Fort St John Airport - Fort St.John,2022-06-19,04:01,08:09,2022-06-19,Northwest Regional Airport Terrace-Kitimat - Terrace,Pel-Air Aviation
5617,Bonaventure Airport - Bonaventure,2022-06-28,23:01,23:34,2022-06-28,Lynn Lake Airport - Lynn Lake,OzJet
5618,Lynn Lake Airport - Lynn Lake,2022-06-24,05:05,09:53,2022-06-24,Fort Nelson Airport - Fort Nelson,Delta Air Lines
5619,Fort Nelson Airport - Fort Nelson,2022-06-11,10:57,12:40,2022-06-11,Fort St John Airport - Fort St.John,Freedom Air International
5620,Armstrong Airport - Armstrong,2022-06-10,02:19,08:43,2022-06-10,Abbotsford International Airport - Abbotsford,SkyAirWorld
5621,Fort St John Airport - Fort St.John,2022-06-30,22:16,00:17,2022-06-30,Whale Cove Airport - Whale Cove,Transair
5622,La Ronge Airport - La Ronge,2022-06-18,17:10,17:35,2022-06-18,Goose Bay Airport - Goose Bay,Jetstar
5623,Abbotsford International Airport - Abbotsford,2022-06-28,15:35,21:41,2022-06-28,Downsview Airport - Toronto,Delta Air Lines
5624,Mont Joli Airport - Mont-Joli,2022-06-03,03:29,09:21,2022-06-03,Fort Smith Airport - Fort Smith,National Jet Systems
5625,Victoria International Airport - Victoria,2022-06-22,12:08,14:21,2022-06-22,Swift Current Airport - Swift Current,South African Airways
5626,Taloyoak Airport - Taloyoak,2022-06-10,23:25,00:24,2022-06-10,Beaver Creek Airport - Beaver Creek,Cebu Pacific Air
5627,Kapuskasing Airport - Kapuskasing,2022-06-07,08:45,13:31,2022-06-07,Churchill Airport - Churchill,Air China
5628,North Bay Jack Garland Airport - North Bay,2022-06-14,05:01,06:25,2022-06-14,Taloyoak Airport - Taloyoak,Air Niugini
5629,Fort St John Airport - Fort St.John,2022-06-09,18:22,19:06,2022-06-09,Taloyoak Airport - Taloyoak,Indonesia AirAsia
5630,London Airport - London,2022-06-04,04:34,09:06,2022-06-04,La Ronge Airport - La Ronge,Air New Zealand
5631,Churchill Airport - Churchill,2022-06-03,00:13,01:36,2022-06-03,Lester B. Pearson International Airport - Toronto,American Airlines
5632,Downsview Airport - Toronto,2022-06-25,13:18,15:51,2022-06-25,Gore Bay Manitoulin Airport - Gore Bay,Tigerair Australia
5633,Taloyoak Airport - Taloyoak,2022-06-05,06:11,12:45,2022-06-05,London Airport - London,Pan American
5634,Timmins/Victor M. Power - Timmins,2022-06-27,06:30,10:17,2022-06-27,Northwest Regional Airport Terrace-Kitimat - Terrace,Olympic Airways
5635,Beaver Creek Airport - Beaver Creek,2022-06-24,02:46,05:43,2022-06-24,Fort St John Airport - Fort St.John,Air Austral
5636,Gore Bay Manitoulin Airport - Gore Bay,2022-06-23,03:32,07:45,2022-06-23,London Airport - London,Air Caledonie International
5637,North Bay Jack Garland Airport - North Bay,2022-06-16,07:51,09:29,2022-06-16,La Ronge Airport - La Ronge,Fiji Airways
5638,Beaver Creek Airport - Beaver Creek,2022-06-05,09:10,15:13,2022-06-05,Goose Bay Airport - Goose Bay,Air Canada
5639,Lynn Lake Airport - Lynn Lake,2022-06-04,19:19,23:52,2022-06-04,Taloyoak Airport - Taloyoak,Tigerair Australia
5640,St Leonard Airport - St Leonard,2022-06-25,17:22,21:40,2022-06-25,Downsview Airport - Toronto,Pacific Air Express
5641,St. John's International Airport - St. John's,2022-06-21,15:34,17:19,2022-06-21,London Airport - London,Aeroflot Russian Intl A/l
5642,London Airport - London,2022-06-25,06:36,09:07,2022-06-25,St. John's International Airport - St. John's,Citilink Indonesia
5643,Fort Nelson Airport - Fort Nelson,2022-06-27,18:48,00:37,2022-06-27,Swift Current Airport - Swift Current,China Southern Airlines
5644,Taloyoak Airport - Taloyoak,2022-06-01,14:48,19:22,2022-06-01,Swift Current Airport - Swift Current,Australian Airlines
5645,Goose Bay Airport - Goose Bay,2022-06-22,01:36,07:50,2022-06-22,Northwest Regional Airport Terrace-Kitimat - Terrace,Air Niugini
5646,Taloyoak Airport - Taloyoak,2022-06-15,05:25,06:30,2022-06-15,Abbotsford International Airport - Abbotsford,South African Airways
5647,St. John's International Airport - St. John's,2022-06-07,17:00,20:38,2022-06-07,Goose Bay Airport - Goose Bay,Austrian Airlines
5648,Fort Smith Airport - Fort Smith,2022-06-30,19:53,23:23,2022-06-30,Beaver Creek Airport - Beaver Creek,Korean Air
5649,Kapuskasing Airport - Kapuskasing,2022-06-12,12:24,15:41,2022-06-12,Churchill Airport - Churchill,Lufthansa German Airlines
5650,Kapuskasing Airport - Kapuskasing,2022-06-28,02:22,07:44,2022-06-28,Churchill Airport - Churchill,Air Austral
5651,Lester B. Pearson International Airport - Toronto,2022-06-18,00:25,00:49,2022-06-18,Fort Nelson Airport - Fort Nelson,Pacific Air Express
5652,London Airport - London,2022-06-23,06:47,12:59,2022-06-23,Lynn Lake Airport - Lynn Lake,Valuair
5653,Lynn Lake Airport - Lynn Lake,2022-06-01,07:34,09:38,2022-06-01,Victoria International Airport - Victoria,Delta Air Lines
5654,Bonaventure Airport - Bonaventure,2022-06-05,17:30,00:03,2022-06-05,St Leonard Airport - St Leonard,SkyAirWorld
5655,Swift Current Airport - Swift Current,2022-06-30,08:28,11:21,2022-06-30,Kapuskasing Airport - Kapuskasing,Gemini Air Cargo
5656,Fort Nelson Airport - Fort Nelson,2022-06-23,13:02,18:38,2022-06-23,Downsview Airport - Toronto,Delta Air Lines
5657,Victoria International Airport - Victoria,2022-06-29,11:28,14:33,2022-06-29,Fort Nelson Airport - Fort Nelson,Qatar Airways
5658,Mont Joli Airport - Mont-Joli,2022-06-08,09:56,14:06,2022-06-08,St. John's International Airport - St. John's,Olympic Airways
5659,Taloyoak Airport - Taloyoak,2022-06-03,19:19,23:25,2022-06-03,St. John's International Airport - St. John's,Transair
5660,Abbotsford International Airport - Abbotsford,2022-06-24,20:23,21:59,2022-06-24,Kapuskasing Airport - Kapuskasing,Hawaiian Airlines
5661,Mont Joli Airport - Mont-Joli,2022-06-28,05:45,06:41,2022-06-28,Churchill Airport - Churchill,Australian Airlines
5662,Taloyoak Airport - Taloyoak,2022-06-15,02:50,05:52,2022-06-15,La Ronge Airport - La Ronge,National Jet Systems
5663,Swift Current Airport - Swift Current,2022-06-12,12:07,18:38,2022-06-12,North Bay Jack Garland Airport - North Bay,South African Airways
5664,Mont Joli Airport - Mont-Joli,2022-06-25,22:17,23:45,2022-06-25,North Bay Jack Garland Airport - North Bay,Cathay Pacific Airways
5665,Lynn Lake Airport - Lynn Lake,2022-06-25,01:47,06:44,2022-06-25,Armstrong Airport - Armstrong,Aerolineas Argentinas
5666,North Bay Jack Garland Airport - North Bay,2022-06-13,10:00,15:29,2022-06-13,Whale Cove Airport - Whale Cove,EgyptAir
5667,La Ronge Airport - La Ronge,2022-06-22,03:55,08:08,2022-06-22,Medicine Hat Regional Airport - Medicine Hat,Air Nauru
5668,St Leonard Airport - St Leonard,2022-06-16,01:52,06:55,2022-06-16,Northwest Regional Airport Terrace-Kitimat - Terrace,AOM French Airlines
5669,Kapuskasing Airport - Kapuskasing,2022-06-04,14:11,20:25,2022-06-04,St. John's International Airport - St. John's,Eva Air
5670,Mont Joli Airport - Mont-Joli,2022-06-04,22:32,23:19,2022-06-04,Lynn Lake Airport - Lynn Lake,Middle East Airlines
5671,Timmins/Victor M. Power - Timmins,2022-06-16,00:22,04:53,2022-06-16,Downsview Airport - Toronto,Virgin Atlantic Airways
5672,Fort Smith Airport - Fort Smith,2022-06-29,23:26,04:28,2022-06-29,Goose Bay Airport - Goose Bay,British Airways
5673,Goose Bay Airport - Goose Bay,2022-06-07,15:46,20:01,2022-06-07,Whale Cove Airport - Whale Cove,JALways
5674,Bonaventure Airport - Bonaventure,2022-06-08,01:31,02:58,2022-06-08,Fort Smith Airport - Fort Smith,Jetstar
5675,Armstrong Airport - Armstrong,2022-06-06,20:07,00:40,2022-06-06,Churchill Airport - Churchill,Cargolux Airlines Intl
5676,Medicine Hat Regional Airport - Medicine Hat,2022-06-30,06:19,12:38,2022-06-30,Fort Nelson Airport - Fort Nelson,Yugoslav Airlines
5677,Fort Nelson Airport - Fort Nelson,2022-06-26,05:05,08:54,2022-06-26,Lester B. Pearson International Airport - Toronto,Austrian Airlines
5678,Medicine Hat Regional Airport - Medicine Hat,2022-06-03,19:35,20:21,2022-06-03,Swift Current Airport - Swift Current,Aerolineas Argentinas
5679,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-14,12:12,15:15,2022-06-14,Medicine Hat Regional Airport - Medicine Hat,Air Canada
5680,Abbotsford International Airport - Abbotsford,2022-06-16,16:16,21:54,2022-06-16,London Airport - London,Ansett Air Freight
5681,La Ronge Airport - La Ronge,2022-06-12,00:08,02:54,2022-06-12,Mont Joli Airport - Mont-Joli,Sempati Air
5682,Armstrong Airport - Armstrong,2022-06-17,14:01,20:15,2022-06-17,London Airport - London,Our Airline
5683,Armstrong Airport - Armstrong,2022-06-28,12:29,19:06,2022-06-28,London Airport - London,Fiji Airways
5684,Medicine Hat Regional Airport - Medicine Hat,2022-06-20,14:25,18:15,2022-06-20,Armstrong Airport - Armstrong,Tianjin Airlines
5685,Fort St John Airport - Fort St.John,2022-06-29,09:54,13:10,2022-06-29,Downsview Airport - Toronto,Tigerair
5686,Whale Cove Airport - Whale Cove,2022-06-21,22:10,00:39,2022-06-21,Armstrong Airport - Armstrong,Virgin Samoa
5687,La Ronge Airport - La Ronge,2022-06-19,06:38,09:11,2022-06-19,Medicine Hat Regional Airport - Medicine Hat,Sichuan Airlines
5688,Mont Joli Airport - Mont-Joli,2022-06-01,11:07,17:28,2022-06-01,North Bay Jack Garland Airport - North Bay,Indonesia AirAsia
5689,La Ronge Airport - La Ronge,2022-06-19,04:47,05:16,2022-06-19,Lester B. Pearson International Airport - Toronto,Royal Tongan Airlines
5690,Swift Current Airport - Swift Current,2022-06-09,20:26,01:23,2022-06-09,North Bay Jack Garland Airport - North Bay,Air New Zealand
5691,Victoria International Airport - Victoria,2022-06-16,02:00,07:32,2022-06-16,Abbotsford International Airport - Abbotsford,Olympic Airways
5692,Bonaventure Airport - Bonaventure,2022-06-27,20:38,00:36,2022-06-27,Timmins/Victor M. Power - Timmins,Air China
5693,Fort Smith Airport - Fort Smith,2022-06-08,01:27,03:28,2022-06-08,Taloyoak Airport - Taloyoak,Tasman Cargo Airlines
5694,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-30,04:59,08:11,2022-06-30,North Bay Jack Garland Airport - North Bay,Valuair
5695,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-12,23:42,04:40,2022-06-12,Churchill Airport - Churchill,Air Zimbabwe
5696,Medicine Hat Regional Airport - Medicine Hat,2022-06-29,17:36,21:02,2022-06-29,Swift Current Airport - Swift Current,National Airlines
5697,Armstrong Airport - Armstrong,2022-06-04,02:37,05:46,2022-06-04,London Airport - London,Union de Transports Aeriens
5698,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-05,10:02,10:51,2022-06-05,Downsview Airport - Toronto,Beijing Capital Airlines
5699,Whale Cove Airport - Whale Cove,2022-06-10,06:51,12:36,2022-06-10,Armstrong Airport - Armstrong,Asian Express Airlines
5700,Downsview Airport - Toronto,2022-06-17,23:05,04:53,2022-06-17,Bonaventure Airport - Bonaventure,Air Chathams
5701,Armstrong Airport - Armstrong,2022-06-23,02:34,06:41,2022-06-23,Churchill Airport - Churchill,United Airlines
5702,London Airport - London,2022-06-01,15:49,19:54,2022-06-01,St. John's International Airport - St. John's,KLM Royal Dutch Airlines
5703,Kapuskasing Airport - Kapuskasing,2022-06-01,19:09,01:45,2022-06-01,Lester B. Pearson International Airport - Toronto,Kiwi Travel Intl Airlines
5704,Taloyoak Airport - Taloyoak,2022-06-24,13:55,19:07,2022-06-24,Churchill Airport - Churchill,Philippine Airlines
5705,Bonaventure Airport - Bonaventure,2022-06-23,04:06,10:03,2022-06-23,Fort Nelson Airport - Fort Nelson,Air New Zealand
5706,Kapuskasing Airport - Kapuskasing,2022-06-29,05:57,07:26,2022-06-29,Medicine Hat Regional Airport - Medicine Hat,Vietnam Airlines
5707,Lynn Lake Airport - Lynn Lake,2022-06-11,01:37,04:46,2022-06-11,La Ronge Airport - La Ronge,Sempati Air
5708,Fort Smith Airport - Fort Smith,2022-06-25,14:40,20:14,2022-06-25,Northwest Regional Airport Terrace-Kitimat - Terrace,Austrian Airlines
5709,Beaver Creek Airport - Beaver Creek,2022-06-20,22:34,02:49,2022-06-20,Kapuskasing Airport - Kapuskasing,Indonesia AirAsia Extra
5710,Bonaventure Airport - Bonaventure,2022-06-11,21:06,02:59,2022-06-11,Lester B. Pearson International Airport - Toronto,Australian Airlines
5711,Victoria International Airport - Victoria,2022-06-12,20:46,21:56,2022-06-12,Goose Bay Airport - Goose Bay,Air Zimbabwe
5712,London Airport - London,2022-06-28,09:35,10:08,2022-06-28,St Leonard Airport - St Leonard,Air Chathams
5713,North Bay Jack Garland Airport - North Bay,2022-06-29,17:17,21:06,2022-06-29,Abbotsford International Airport - Abbotsford,United Parcel Service
5714,Swift Current Airport - Swift Current,2022-06-20,20:20,00:07,2022-06-20,Fort Smith Airport - Fort Smith,AirAsia X
